date,block ,row ,col ,pop ,mf ,rep ,pheno ,diam_mm ,height_cm ,total_branch ,herb_dam ,wilt_status ,longest_leaf_cm ,flowers ,fruits ,longest_ fruit_cm ,repro_ branch ,notes ,,
5/22/23,F2 ,34,D ,CC ,3,12,X,,,,,,,,,,,,,
5/22/23,F2 ,35,C ,BH ,5,27,X,,,,,,,,,,,,,
5/22/23,F2 ,35,D ,BH ,2,1,B ,9.27,19.2,3,Y,N ,,0,0,0,1,,,
5/22/23,F2 ,36,C ,LV3 ,8,5,X,,,,,,,,,,,,,
5/22/23,F2 ,36,D ,CC ,7,1,X,,,,,,,,,,,,,
5/22/23,F2 ,37,C ,LV3 ,3,2,X,,,,,,,,,,,,,
5/22/23,F2 ,37,D ,LV3 ,5,13,X,,,,,,,,,,,,,
5/22/23,F2 ,38,C ,SQ2 ,5,5,X,,,,,,,,,,,,,
5/22/23,F2 ,38,D ,SQ3 ,3,2,X,,,,,,,,,,,,,
5/22/23,F2 ,39,C ,CP2 ,4,6,X,,,,,,,,,,,,,
5/22/23,F2 ,39,D ,IH ,7,5,X,,,,,,,,,,,,,
5/22/23,F2 ,40,C ,DPR ,7,4,X,,,,,,,,,,,,,
5/22/23,F2 ,40,D ,TM2 ,1,4,P ,7.2,26.6,1,Y ,SW ,,5,4,5.1,1,,,
5/22/23,F2 ,41,C ,FR ,5,13,X,,,,,,,,,,,,,
5/22/23,F2 ,41,D ,CP2 ,9,3,X,,,,,,,,,,,,,
5/22/23,F2 ,42,C ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,F2 ,42,D ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,F2 ,43,C ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,F2 ,43,D ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,H1 ,1,A ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H1 ,1,B ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H1 ,2,A ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H1 ,2,B ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H1 ,3,A ,BH ,7,8,X,,,,,,,,,,,,,
5/22/23,H1 ,3,B ,SQ2 ,1,10,X,,,,,,,,,,,,,
5/22/23,H1 ,4,A ,YO7 ,2,9,X,,,,,,,,,,,,,
5/22/23,H1 ,4,B ,BH ,2,12,V ,13.02,23.8,1,Y,W,6.6,0,0,0,0,,,
5/22/23,H1 ,5,A ,SQ1 ,7,15,X,,,,,,,,,,,,,
5/22/23,H1 ,5,B ,SC ,4,2,B ,12.28,27.2,1,Y,SW,,0,0,0,1,,,
5/22/23,H1 ,6,A ,WL1 ,6,24,X,,,,,,,,,,,,,
5/22/23,H1 ,6,B ,LV3 ,5,2,X,,,,,,,,,,,,,
5/22/23,H1 ,7,A ,WR ,2,7,X,,,,,,,,,,,,,
5/22/23,H1 ,7,B ,SQ1 ,1,2,X,,,,,,,,,,,,,
5/22/23,H1 ,8,A ,LV3 ,4,2,X,,,,,,,,,,,,,
5/22/23,H1 ,8,B ,BH ,3,9,V ,22.13,55.8,8,Y ,N ,6.8,0,0,0,0,,,
5/22/23,H1 ,9,A ,WL1 ,6,8,X,,,,,,,,,,,,,
5/22/23,H1 ,9,B ,LV3 ,7,5,X,,,,,,,,,,,,,
5/22/23,H1 ,10,A ,WL2 ,4,4,V ,3.67,11.7,6,Y,N,2.3,0,0,0,,,,
5/22/23,H1 ,10,B ,WL1 ,1,24,X,,,,,,,,,,,,,
5/22/23,H1 ,11,A ,WL1 ,2,4,X,,,,,,,,,,,,,
5/22/23,H1 ,11,B ,CC ,7,2,X,,,,,,,,,,,,,
5/22/23,H1 ,12,A ,YO8 ,3,5,X,,,,,,,,,,,,,
5/22/23,H1 ,12,B ,FR ,2,8,X ,,,,,D,,0,0,0,,crispy ,,
5/22/23,H1 ,13,A ,LVTR1 ,3,10,X,,,,,,,,,,,,,
5/22/23,H1 ,13,B ,CP2 ,3,3,V ,6.28,5.5,1,N,SW,1.2,0,0,0,,,,
5/22/23,H1 ,14,A ,BH ,5,3,V ,13.03,18.5,1,Y,W,5.4,0,0,0,,,,
5/22/23,H1 ,14,B ,WL1 ,5,11,X,,,,,,,,,,,,,
5/22/23,H1 ,15,A ,CP2 ,8,1,X,,,,,,,,,,,,,
5/22/23,H1 ,15,B ,CC ,3,3,X ,,,,,,,,,,,,,
5/22/23,H1 ,16,A ,CC ,4,10,X ,,,,,,,,,,,,,
5/22/23,H1 ,16,B ,CC ,6,6,X,,,,,,,,,,,,,
5/22/23,H1 ,17,A ,BH ,4,6,X,,,,,,,,,,,,,
5/22/23,H1 ,17,B ,DPR ,5,2,X,,,,,,,,,,,,,
5/22/23,H1 ,18,A ,FR ,1,11,X,,,,,,,,,,,,,
5/22/23,H1 ,18,B ,BH ,5,18,X ,,,,,,,,,,,,,
5/22/23,H1 ,19,A ,TM2 ,5,1,X,,,,,,,,,,,gone ,,
5/22/23,H1 ,19,B ,SQ1 ,7,7,X,,,,,,,,,,,,,
5/22/23,H1 ,20,A ,FR ,6,3,X,,,,,,,,,,,,,
5/22/23,H1 ,20,B ,IH ,1,9,X,,,,,,,,,,,,,
5/22/23,H2 ,21,A ,CC ,3,5,X,,,,,,,,,,,,,
5/22/23,H2 ,21,B ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H2 ,22,A ,SQ2 ,8,3,X,,,,,,,,,,,,,
5/22/23,H2 ,22,B ,IH ,1,11,X,,,,,,,,,,,,,
5/22/23,H2 ,23,A ,YO7 ,2,3,X,,,,,,,,,,,,,
5/22/23,H2 ,23,B ,WL1 ,1,15,X,,,,,,,,,,,,,
5/22/23,H2 ,24,A ,WR ,1,1,X,,,,,,,,,,,,,
5/22/23,H2 ,24,B ,BH ,5,29,P ,21.31,67.2,1,Y ,W ,,44,2,5.3,1,,,
5/22/23,H2 ,25,A ,IH ,4,5,X,,,,,,,,,,,,,
5/22/23,H2 ,25,B ,WL1 ,7,20,X,,,,,,,,,,,,,
5/22/23,H2 ,26,A ,DPR ,4,13,X,,,,,,,,,,,,,
5/22/23,H2 ,26,B ,LV3 ,1,14,X,,,,,,,,,,,,,
5/22/23,H2 ,27,A ,BH ,5,4,X,,,,,,,,,,,,,
5/22/23,H2 ,27,B ,SQ1 ,4,2,X,,,,,,,,,,,,,
5/22/23,H2 ,28,A ,WL1 ,1,8,X,,,,,,,,,,,,,
5/22/23,H2 ,28,B ,SC ,5,4,X,,,,,,,,,,,,,
5/22/23,H2 ,29,A ,IH ,7,14,V ,7.56,10,1,Y,N ,6.9,0,0,0,0,,,
5/22/23,H2 ,29,B ,BH ,5,19,X,,,,,,,,,,,,,
5/22/23,H2 ,30,A ,WL1 ,2,5,X,,,,,,,,,,,,,
5/22/23,H2 ,30,B ,WL1 ,1,25,X,,,,,,,,,,,,,
5/22/23,H2 ,31,A ,SQ1 ,7,8,X,,,,,,,,,,,,,
5/22/23,H2 ,31,B ,YO8 ,3,6,X,,,,,,,,,,,,,
5/22/23,H2 ,32,A ,YO11 ,2,3,X,,,,,,,,,,,,,
5/22/23,H2 ,32,B ,SQ2 ,1,13,X,,,,,,,,,,,,,
5/22/23,H2 ,33,A ,BH ,3,10,X,,,,,,,,,,,,,
5/22/23,H2 ,33,B ,BH ,4,7,V ,14.37,15.5,1,Y,N,8,0,0,0,0,sun damage,, 
5/22/23,H2 ,34,A ,SC ,4,3,X,,,,,,,,,,,,,
5/22/23,H2 ,34,B ,CC ,4,7,X,,,,,,,,,,,,,
5/22/23,H2 ,35,A ,TM2 ,5,5,X,,,,,,,,,,,,,
5/22/23,H2 ,35,B ,CC ,6,5,X,,,,,,,,,,,,,
5/22/23,H2 ,36,A ,LV3 ,1,1,X,,,,,,,,,,,,,
5/22/23,H2 ,36,B ,TM2 ,3,1,P ,12.18,59.5,1,N,SW ,,0,205,7.6,1, ,,
5/22/23,H2 ,37,A ,LV3 ,6,4,X,,,,,,,,,,,,,
5/22/23,H2 ,37,B ,FR ,6,7,X,,,,,,,,,,,,,
5/22/23,H2 ,38,A ,CP3 ,5,9,X,,,,,,,,,,,,,
5/22/23,H2 ,38,B ,FR ,3,5,X,,,,,,,,,,,,,
5/22/23,H2 ,39,A ,BH ,7,9,X,,,,,,,,,,,,,
5/22/23,H2 ,39,B ,BH ,6,2,X,,,,,,,,,,,,,
5/22/23,H2 ,40,A ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H2 ,40,B ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H2 ,41,A ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H2 ,41,B ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H1 ,1,C ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H1 ,1,D ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H1 ,2,C ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H1 ,2,D ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H1 ,3,C ,WL1 ,1,14,X ,,,,,,,,,,,,,
5/22/23,H1 ,3,D ,IH ,4,4,X ,,,,,,,,,,,,,
5/22/23,H1 ,4,C ,SC ,6,2,X ,,,,,,,,,,,,,
5/22/23,H1 ,4,D ,WL2 ,3,7,X ,,,,,,,,,,,,,
5/22/23,H1 ,5,C ,BH ,5,28,X ,,,,,,,,,,,,,
5/22/23,H1 ,5,D ,SQ2 ,6,7,X ,,,,,,,,,,,,,
5/22/23,H1 ,6,C ,TM2 ,1,5,X ,,,,,,,,,,,,,
5/22/23,H1 ,6,D ,LV3 ,4,1,X ,,,,,,,,,,,,,
5/22/23,H1 ,7,C ,DPR ,2,10,X ,,,,,,,,,,,,,
5/22/23,H1 ,7,D ,CP3 ,9,1,X ,,,,,,,,,,,,,
5/22/23,H1 ,8,C ,SQ1 ,6,7,X ,,,,,,,,,,,,,
5/22/23,H1 ,8,D ,YO11 ,5,13,X ,,,,,,,,,,,,,
5/22/23,H1 ,9,C ,IH ,4,22,X ,,,,,,,,,,,,,
5/22/23,H1 ,9,D ,CC ,2,2,X ,,,,,,,,,,,,,
5/22/23,H1 ,10,C ,BH ,6,11,V ,14.78,42,1,Y ,N ,6,0,0,0,0,sun damage ,,
5/22/23,H1 ,10,D ,WL1 ,7,5,X ,,,,,,,,,,,,,
5/22/23,H1 ,11,C ,WL1 ,1,7,X ,,,,,,,,,,,,,
5/22/23,H1 ,11,D ,WL1 ,4,4,X ,,,,,,,,,,,,,
5/22/23,H1 ,12,C ,SQ1 ,2,5,X ,,,,,,,,,,,,,
5/22/23,H1 ,12,D ,SQ3 ,7,7,X ,,,,,,,,,,,,,
5/22/23,H1 ,13,C ,WL1 ,6,14,X ,,,,,,,,,,,,,
5/22/23,H1 ,13,D ,YO7 ,8,2,X ,,,,,,,,,,,,,
5/22/23,H1 ,14,C ,LV3 ,8,2,X ,,,,,,,,,,,,,
5/22/23,H1 ,14,D ,SC ,5,3,V ,10.19,13.3,1,Y,N ,4,0,0,0,0,,,
5/22/23,H1 ,15,C ,CP2 ,3,10,B ,4.32,13.7,2,N ,N ,,0,0,0,1,,,
5/22/23,H1 ,15,D ,BH ,5,13,X,,,,,,,,,,,,,
5/22/23,H1 ,16,C ,CP2 ,10,2,X,,,,,,,,,,,,,
5/22/23,H1 ,16,D ,IH ,7,6,X,,,,,,,,,,,,,
5/22/23,H1 ,17,C ,BH ,2,2,X,,,,,,,,,,,,,
5/22/23,H1 ,17,D ,TM2 ,2,13,X,,,,,,,,,,,,,
5/22/23,H1 ,18,C ,LV3 ,1,10,X,,,,,,,,,,,,,
5/22/23,H1 ,18,D ,WL1 ,7,19,X,,,,,,,,,,,,,
5/22/23,H1 ,19,C ,BH ,7,21,X,,,,,,,,,,,,,
5/22/23,H1 ,19,D ,LV1 ,4,5,X,,,,,,,,,,,,,
5/22/23,H1 ,20,C ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H1 ,20,D ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H2 ,21,C ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H2 ,21,D ,WL1 ,6,25,X,,,,,,,,,,,,,
5/22/23,H2 ,22,C ,LV3 ,2,2,X,,,,,,,,,,,,,
5/22/23,H2 ,22,D ,BH ,2,3,X,,,,,,,,,,,,,
5/22/23,H2 ,23,C ,BH ,7,22,V ,5.36,8.3,1,Y ,SW ,5.5,0,0,0,0,,,
5/22/23,H2 ,23,D ,WL1 ,6,9,X,,,,,,,,,,,,,
5/22/23,H2 ,24,C ,LV3 ,8,6,X,,,,,,,,,,,,,
5/22/23,H2 ,24,D ,YO8 ,7,9,X,,,,,,,,,,,,,
5/22/23,H2 ,25,C ,DPR ,2,6,X,,,,,,,,,,,,,
5/22/23,H2 ,25,D ,WL2 ,4,5,X,,,,,,,,,,,,,
5/22/23,H2 ,26,C ,WL1 ,4,5,X,,,,,,,,,,,,,
5/22/23,H2 ,26,D ,SQ2 ,6,8,X,,,,,,,,,,,,,
5/22/23,H2 ,27,C ,LV3 ,1,11,X,,,,,,,,,,,,,
5/22/23,H2 ,27,D ,BH ,6,12,X,,,,,,,,,,,,,
5/22/23,H2 ,28,C ,WL1 ,3,1,X,,,,,,,,,,,,,
5/22/23,H2 ,28,D ,SQ1 ,1,3,X,,,,,,,,,,,,,
5/22/23,H2 ,29,C ,FR ,1,13,X,,,,,,,,,,,,,
5/22/23,H2 ,29,D ,LV3 ,7,6,X,,,,,,,,,,,,,
5/22/23,H2 ,30,C ,WL2 ,1,8,X,,,,,,,,,,,,,
5/22/23,H2 ,30,D ,TM2 ,1,6,X,,,,,,,,,,,,,
5/22/23,H2 ,31,C ,CP2 ,6,10,X,,,,,,,,,,,,,
5/22/23,H2 ,31,D ,YO11 ,7,1,X,,,,,,,,,,,,,
5/22/23,H2 ,32,C ,SC ,6,3,P ,16.45,49.7,13,Y ,N ,,34,3,5.2,4,,,
5/22/23,H2 ,32,D ,CP2 ,3,4,X,,,,,,,,,,,,,
5/22/23,H2 ,33,C ,LVTR1 ,3,12,X,,,,,,,,,,,,,
5/22/23,H2 ,33,D ,FR ,6,4,X,,,,,,,,,,,,,
5/22/23,H2 ,34,C ,CP2 ,3,6,X,,,,,,,,,,,,,
5/22/23,H2 ,34,D ,LV3 ,5,3,X,,,,,,,,,,,,,
5/22/23,H2 ,35,C ,BH ,2,13,X,,,,,,,,,,,,,
5/22/23,H2 ,35,D ,SQ1 ,7,16,X,,,,,,,,,,,,,
5/22/23,H2 ,36,C ,CC ,2,1,X,,,,,,,,,,,,,
5/22/23,H2 ,36,D ,WL2 ,5,3,X,,,,,,,,,,,,,
5/22/23,H2 ,37,C ,CP2 ,9,1,X,,,,,,,,,,,,,
5/22/23,H2 ,37,D ,IH ,7,7,X,,,,,,,,,,,,,
5/22/23,H2 ,38,C ,WL1 ,7,6,X,,,,,,,,,,,,,
5/22/23,H2 ,38,D ,SQ3 ,6,10,X,,,,,,,,,,,,,
5/22/23,H2 ,39,C ,WL1 ,6,15,X,,,,,,,,,,,,,
5/22/23,H2 ,39,D ,SC ,2,11,X,,,,,,,,,,,,,
5/22/23,H2 ,40,C ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H2 ,40,D ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H2 ,41,C ,buffer ,,,,,,,,,,,,,,,,
5/22/23,H2 ,41,D ,buffer ,,,,,,,,,,,,,,,,
5/22/23,J1 ,0,A ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,J1 ,1,A ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,J1 ,1,B ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,J1 ,2,A ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,J1 ,2,B ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,J1 ,3,A ,WL1 ,6,26,X,,,,,,,,,,,,,
5/22/23,J1 ,3,B ,BH ,6,13,X,,,,,,,,,,,,,
5/22/23,J1 ,4,A ,SQ1 ,7,9,X,,,,,,,,,,,,,
5/22/23,J1 ,4,B ,BH ,2,4,X,,,,,,,,,,,,,
5/22/23,J1 ,5,A ,LV3 ,6,7,X,,,,,,,,,,,,,
5/22/23,J1 ,5,B ,TM2 ,3,10,P ,11.08,39.1,1,4,N ,,67,476,7.4,1,,,
5/22/23,J1 ,6,A ,WL1 ,1,26,X,,,,,,,,,,,,,
5/22/23,J1 ,6,B ,DPR ,6,10,X,,,,,,,,,,,,,
5/22/23,J1 ,7,A ,SQ1 ,1,4,X,,,,,,,,,,,,,
5/22/23,J1 ,7,B ,SQ1 ,2,3,X,,,,,,,,,,,,,
5/22/23,J1 ,8,A ,TM2 ,4,10,X,,,,,,,,,,,,,
5/22/23,J1 ,8,B ,FR ,1,1,X,,,,,,,,,,,,,
5/22/23,J1 ,9,A ,YO11 ,6,13,X,,,,,,,,,,,,,
5/22/23,J1 ,9,B ,SC ,4,4,X,,,,,,,,,,,,,
5/22/23,J1 ,10,A ,CC ,3,2,X,,,,,,,,,,,,,
5/22/23,J1 ,10,B ,SC ,5,5,X,,,,,,,,,,,,,
5/22/23,J1 ,11,A ,LV3 ,6,13,X,,,,,,,,,,,,,
5/22/23,J1 ,11,B ,FR ,2,11,X,,,,,,,,,,,,,
5/22/23,J1 ,12,A ,WL2 ,5,8,X,,,,,,,,,,,,,
5/22/23,J1 ,12,B ,CC ,4,4,X,,,,,,,,,,,,,
5/22/23,J1 ,13,A ,SQ1 ,7,17,X,,,,,,,,,,,,,
5/22/23,J1 ,13,B ,IH ,6,13,V ,17.45,26.7,1,Y,N ,10.1,0,0,0,0,,,
5/22/23,J1 ,14,A ,WL1 ,1,16,X,,,,,,,,,,,,,
5/22/23,J1 ,14,B ,IH ,4,6,X,,,,,,,,,,,,,
5/22/23,J1 ,15,A ,WL1 ,3,12,X,,,,,,,,,,,,,
5/22/23,J1 ,15,B ,YO4 ,1,1,X,,,,,,,,,,,,,
5/22/23,J1 ,16,A ,TM2 ,1,7,X,,,,,,,,,,,,,
5/22/23,J1 ,16,B ,SC ,6,4,X,,,,,,,,,,,,,
5/22/23,J1 ,17,A ,WL1 ,4,6,X,,,,,,,,,,,,,
5/22/23,J1 ,17,B ,LV3 ,2,7,X,,,,,,,,,,,,,
5/22/23,J1 ,18,A ,YO8 ,7,10,X,,,,,,,,,,,,,
5/22/23,J1 ,18,B ,LVTR1 ,6,2,X,,,,,,,,,,,,,
5/22/23,J1 ,19,A ,WL2 ,1,13,X,,,,,,,,,,,,,
5/22/23,J1 ,19,B ,BH ,3,11,B ,16.77,32.8,1,Y,N ,8.3,0,0,0,0,,,
5/22/23,J1 ,20,A ,LV3 ,1,12,X,,,,,,,,,,,,,
5/22/23,J1 ,20,B ,BH ,7,10,X,,,,,,,,,,,,,
5/22/23,J1 ,21,A ,YO11 ,3,13,X,,,,,,,,,,,,,
5/22/23,J1 ,21,B ,WL1 ,6,16,X,,,,,,,,,,,,,
5/22/23,J2 ,22,A ,WL1 ,7,22,X,,,,,,,,,,,,,
5/22/23,J2 ,22,B ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,J2 ,23,A ,WL1 ,2,7,X,,,,,,,,,,,,,
5/22/23,J2 ,23,B ,WL1 ,1,27,X,,,,,,,,,,,,,
5/22/23,J2 ,24,A ,LVTR1 ,6,11,X,,,,,,,,,,,,,
5/22/23,J2 ,24,B ,IH ,4,15,X,,,,,D ,,0,0,0,0,,,
5/22/23,J2 ,25,A ,SC ,6,5,V ,11.17,12.3,1,4,N ,4.4,0,0,0,0,,,
5/22/23,J2 ,25,B ,WL1 ,6,27,X,,,,,,,,,,,,,
5/22/23,J2 ,26,A ,SQ2 ,8,2,X,,,,,,,,,,,,,
5/22/23,J2 ,26,B ,FR ,7,9,X,,,,,,,,,,,,,
5/22/23,J2 ,27,A ,LV3 ,1,13,X,,,,,,,,,,,,,
5/22/23,J2 ,27,B ,YO7 ,4,12,X,,,,,,,,,,,,,
5/22/23,J2 ,28,A ,CC ,5,6,X,,,,,,,,,,,,,
5/22/23,J2 ,28,B ,WL2 ,3,4,P ,5.92,17.6,5,4,N ,,12,14,5.8,3,,,
5/22/23,J2 ,29,A ,IH ,4,7,V ,5.83,9.2,1,4,N ,3.1,0,0,0,0,sun damage ,,
5/22/23,J2 ,29,B ,TM2 ,1,10,X,,,,,,,,,,,,,
5/22/23,J2 ,30,A ,CP2 ,7,7,X,,,,,,,,,,,,,
5/22/23,J2 ,30,B ,SQ1 ,4,13,X,,,,,,,,,,,,,
5/22/23,J2 ,31,A ,TM2 ,4,12,P ,11.94,78.3,1,N ,W ,,8,250,8.3,1,,,
5/22/23,J2 ,31,B ,FR ,4,2,X,,,,,,,,,,,,,
5/22/23,J2 ,32,A ,DPR ,2,12,X,,,,,,,,,,,,,
5/22/23,J2 ,32,B ,DPR ,6,11,X,,,,,,,,,,,,,
5/22/23,J2 ,33,A ,BH ,3,2,X,,,,,,,,,,,,,
5/22/23,J2 ,33,B ,TM2 ,2,6,X,,,,,,,,,,,,,
5/22/23,J2 ,34,A ,FR ,2,2,X,,,,,,,,,,,,,
5/22/23,J2 ,34,B ,WL1 ,1,17,X,,,,,,,,,,,,,
5/22/23,J2 ,35,A ,LV3 ,7,9,X,,,,,,,,,,,,,
5/22/23,J2 ,35,B ,LV3 ,5,6,X,,,,,,,,,,,,,
5/22/23,J2 ,36,A ,TM2 ,6,1,X,,,,,,,,,,,,,
5/22/23,J2 ,36,B ,BH ,5,31,X,,,,,,,,,,,,,
5/22/23,J2 ,37,A ,WL2 ,4,8,X,,,,,,,,,,,,,
5/22/23,J2 ,37,B ,BH ,1,7,P ,15.21,44.6,1,4,W ,,13,7,3,1,,,
5/22/23,J2 ,38,A ,SQ1 ,7,10,X,,,,,,,,,,,,,
5/22/23,J2 ,38,B ,CC ,3,9,X,,,,,,,,,,,,,
5/22/23,J2 ,39,A ,WL1 ,1,10,X,,,,,,,,,,,,,
5/22/23,J2 ,39,B ,SQ1 ,1,5,X,,,,,,,,,,,,,
5/22/23,J2 ,40,A ,CP2 ,3,2,X,,,,,,,,,,,,,
5/22/23,J2 ,40,B ,CP3 ,6,13,X,,,,,,,,,,,,,
5/22/23,J2 ,41,A ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,J2 ,41,B ,BH ,6,4,X,,,,,,,,,,,,,
5/22/23,J2 ,42,A ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,J2 ,42,B ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,J2 ,43,A ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,J2 ,43,B ,buffer ,,,X,,,,,,,,,,,,,
5/22/23,J1 ,0,C ,buffer ,X,X,X,,,,,,,,,,,,,
5/22/23,J1 ,1,C ,buffer ,X,X,X,,,,,,,,,,,,,
5/22/23,J1 ,1,D ,buffer ,X,X,X,,,,,,,,,,,,,
5/22/23,J1 ,2,C ,buffer ,X,X,X,,,,,,,,,,,,,
5/22/23,J1 ,2,D ,buffer ,X,X,X,,,,,,,,,,,,,
5/22/23,J1 ,3,C ,SQ3 ,6,12,X,,,,,,,,,,,,,
5/22/23,J1 ,3,D ,CP2 ,1,6,V ,12.6,13.7,8,Y,N ,3.9,0,0,0,0,,,
5/22/23,J1 ,4,C ,IH ,7,8,X,,,,,,,,,,,,,
5/22/23,J1 ,4,D ,BH ,6,3,X,,,,,,,,,,,,,
5/22/23,J1 ,5,C ,YO7 ,5,1,X,,,,,,,,,,,,,
5/22/23,J1 ,5,D ,LV3 ,1,2,X,,,,,,,,,,,,,
5/22/23,J1 ,6,C ,IH ,5,10,X,,,,,,,,,,,,,
5/22/23,J1 ,6,D ,WL1 ,7,21,X,,,,,,,,,,,,,
5/22/23,J1 ,7,C ,LV3 ,5,5,X,,,,,,,,,,,,,
5/22/23,J1 ,7,D ,FR ,6,2,X,,,,,,,,,,,,,
5/22/23,J1 ,8,C ,WL1 ,7,7,X,,,,,,,,,,,,,
5/22/23,J1 ,8,D ,CP2 ,8,3,X,,,,,,,,,,,,,
5/22/23,J1 ,9,C ,BH ,5,30,X,,,,,,,,,,,,,
5/22/23,J1 ,9,D ,CC ,2,6,X,,,,,,,,,,,,,
5/22/23,J1 ,10,C ,BH ,3,1,F ,14.79,63.5,2,Y ,N ,,23,0,0,2,,,
5/22/23,J1 ,10,D ,IH ,4,14,X ,,,,,,,,,,,,,
5/22/23,J1 ,11,C ,YO8 ,7,4,X ,,,,,,,,,,,,,
5/22/23,J1 ,11,D ,CP2 ,7,12,X,,,,,,,,,,,,,
5/22/23,J1 ,12,C ,BH ,7,23,X,,,,,,,,,,,,,
5/22/23,J1 ,12,D ,SQ2 ,7,7,X,,,,,,,,,,,,,
5/22/23,J1 ,13,C ,TM2 ,6,7,P ,13.78,61.5,1,Y,N ,,20,546,10.8,1,,,
5/22/23,J1 ,13,D ,WR ,1,6,X ,,,,,,,,,,,,,
5/22/23,J1 ,14,C ,WL1 ,6,10,X ,,,,,,,,,,,,,
5/22/23,J1 ,14,D ,BH ,4,8,X ,,,,,,,,,,,,,
5/22/23,J1 ,15,C ,WL1 ,1,9,X ,,,,,,,,,,,,,
5/22/23,J1 ,15,D ,CP3 ,2,7,X ,,,,,,,,,,,,,
5/22/23,J1 ,16,C ,CC ,6,4,X ,,,,,,,,,,,,,
5/22/23,J1 ,16,D ,BH ,5,5,X ,,,,,,,,,,,,,
5/22/23,J1 ,17,C ,WL2 ,4,6,X ,,,,,,,,,,,,,
5/22/23,J1 ,17,D ,SQ2 ,6,10,X ,,,,,,,,,,,,,
5/22/23,J1 ,18,C ,SC ,2,2,X ,,,,,,,,,,,,,
5/22/23,J1 ,18,D ,LV3 ,7,8,X ,,,,,,,,,,,,,
5/22/23,J1 ,19,C ,BH ,5,20,P ,23.35,90.8,3,Y ,W ,,149,59,5.5,3,,,
5/22/23,J1 ,19,D ,LVTR1 ,7,4,X ,,,,,,,,,,,,,
5/22/23,J1 ,20,C ,CP2 ,3,12,X ,,,,,,,,,,,,,
5/22/23,J1 ,20,D ,WL1 ,2,6,X ,,,,,,,,,,,,,
5/22/23,J1 ,21,C ,buffer ,,,,,,,,,,,,,,,,
5/22/23,J1 ,21,D ,DPR ,4,8,X ,,,,,,,,,,,,,
5/22/23,J2 ,22,C ,buffer ,,,,,,,,,,,,,,,,
5/22/23,J2 ,22,D ,buffer ,,,,,,,,,,,,,,,,
5/22/23,J2 ,23,C ,YO4 ,4,3,X ,,,,,,,,,,,,,
5/22/23,J2 ,23,D ,BH ,4,9,B ,6.92,35.3,1,Y,N ,6,0,0,0,1,,,
5/22/23,J2 ,24,C ,SQ2 ,6,11,X ,,,,,,,,,,,,,
5/22/23,J2 ,24,D ,WL1 ,5,3,X ,,,,,,,,,,,,,
5/22/23,J2 ,25,C ,WL2 ,5,4,X ,,,,,,,,,,,,,
5/22/23,J2 ,25,D ,BH ,2,5,F ,10.38,55.1,1,Y ,N ,,5,0,0,1,,,
5/22/23,J2 ,26,C ,YO8 ,7,6,X ,,,,,,,,,,,,,
5/22/23,J2 ,26,D ,CP2 ,5,1,X ,,,,,,,,,,,,,
5/22/23,J2 ,27,C ,YO7 ,6,10,X ,,,,,,,,,,,,,
5/22/23,J2 ,27,D ,IH ,7,9,V ,10.4,15.8,1,Y ,N ,9.9,0,0,0,0,,,
5/22/23,J2 ,28,C ,SC ,4,5,X ,,,,,,,,,,,,,
5/22/23,J2 ,28,D ,WL1 ,6,17,X ,,,,,,,,,,,,,
5/22/23,J2 ,29,C ,YO11 ,2,2,X ,,,,,,,,,,,,,
5/22/23,J2 ,29,D ,SQ2 ,4,2,X ,,,,,,,,,,,,,
5/22/23,J2 ,30,C ,BH ,4,14,V ,14.86,31,1,N,N ,6.8,0,0,0,,,,
