survey date,block ,row ,col ,pop ,mf ,rep ,height (cm) ,longest leaf (cm) ,herbivory (Y or N) ,wilting status ,notes 
5/15/2023,E2 ,35,A ,SQ3 ,7,5,,,,,
5/15/2023,E2 ,35,B ,YO11 ,7,11,,,,,
5/15/2023,E2 ,36,A ,CP3 ,2,11,,,,,
5/15/2023,E2 ,36,B ,FR ,1,3,,,,,
5/15/2023,E2 ,37,A ,CC ,1,7,,,,,
5/15/2023,E2 ,37,B ,WV ,2,7,,,,,
5/15/2023,E2 ,38,A ,WV ,5,3,,,,,
5/15/2023,E2 ,38,B ,SQ3 ,2,12,,,,,
5/15/2023,E2 ,39,A ,FR ,2,5,,,,,
5/15/2023,E2 ,39,B ,CP3 ,4,1,,,,,
5/15/2023,E2 ,40,A ,WV ,6,6,,,,,
5/15/2023,E2 ,40,B ,DPR ,5,10,,,,,
5/15/2023,E2 ,41,A ,SC ,3,7,,,,,
5/15/2023,E2 ,41,B ,LV1 ,3,6,,,,,
5/15/2023,E2 ,42,A ,DPR ,4,2,,,,,
5/15/2023,E2 ,42,B ,FR ,4,8,,,,,
5/15/2023,E2 ,43,A ,YO11 ,6,2,,,,,
5/15/2023,E2 ,43,B ,IH ,1,5,,,,,
5/15/2023,E2 ,44,A ,TM2 ,3,6,,,,,
5/15/2023,E2 ,44,B ,WL2 ,5,5,,,,,
5/15/2023,E1 ,1,C ,CC ,2,11,,,,,
5/15/2023,E1 ,1,D ,YO7 ,3,4,,,,,
5/15/2023,E1 ,2,C ,CP3 ,3,12,,,,,
5/15/2023,E1 ,2,D ,YO8 ,4,11,,,,,
5/15/2023,E1 ,3,C ,CP3 ,6,6,,,,,
5/15/2023,E1 ,3,D ,LV1 ,3,4,,,,,
5/15/2023,E1 ,4,C ,LVTR1 ,7,5,,,,,
5/15/2023,E1 ,4,D ,CP2 ,1,7,,,,,
5/15/2023,E1 ,5,C ,YO4 ,2,3,,,,,
5/15/2023,E1 ,5,D ,WL2 ,2,9,,,,,
5/15/2023,E1 ,6,C ,YO7 ,6,3,,,,,
5/15/2023,E1 ,6,D ,SQ3 ,1,7,,,,,
5/15/2023,E1 ,7,C ,CC ,1,4,,,,,
5/15/2023,E1 ,7,D ,SQ2 ,7,2,,,,,
5/15/2023,E1 ,8,C ,IH ,1,1,,,,,
5/15/2023,E1 ,8,D ,YO7 ,4,10,,,,,
5/15/2023,E1 ,9,C ,SQ3 ,7,3,1.3,4.7,Y ,W ,
5/15/2023,E1 ,9,D ,SQ2 ,3,6,,,,,
5/15/2023,E1 ,10,C ,TM2 ,6,10,,,,,
5/15/2023,E1 ,10,D ,YO11 ,7,9,,,,,
5/15/2023,E1 ,11,C ,WV ,2,5,,,,,
5/15/2023,E1 ,11,D ,YO8 ,7,1,,,,,
5/15/2023,E1 ,12,C ,LV3 ,6,12,,,,,
5/15/2023,E1 ,12,D ,YO4 ,7,6,,,,,
5/15/2023,E1 ,13,C ,LVTR1 ,1,5,,,,,
5/15/2023,E1 ,13,D ,TM2 ,4,6,21.4,1.5,N ,N ,
5/15/2023,E1 ,14,C ,SQ2 ,2,3,,,,,
5/15/2023,E1 ,14,D ,LV3 ,3,1,,,,,
5/15/2023,E1 ,15,C ,YO11 ,3,2,,,,,
5/15/2023,E1 ,15,D ,CP3 ,1,3,,,,,
5/15/2023,E1 ,16,C ,CP2 ,4,13,,,,,
5/15/2023,E1 ,16,D ,SQ2 ,4,12,,,,,
5/15/2023,E1 ,17,C ,SC ,4,12,,,,,
5/15/2023,E1 ,17,D ,SQ3 ,5,11,3.6,4.3,Y ,N ,
5/15/2023,E1 ,18,C ,WL1 ,3,8,,,,,
5/15/2023,E1 ,18,D ,CP3 ,2,9,,,,,
5/15/2023,E1 ,19,C ,YO7 ,1,9,,,,,
5/15/2023,E1 ,19,D ,FR ,6,11,,,,,
5/15/2023,E1 ,20,C ,YO11 ,5,12,,,,,
5/15/2023,E1 ,20,D ,WL2 ,1,2,16.2,3.4,Y ,N ,
5/15/2023,E1 ,21,C ,CP3 ,5,2,0.4,1.7,N ,N ,
5/15/2023,E1 ,21,D ,SQ1 ,6,11,,,,,
5/15/2023,E1 ,22,C ,YO11 ,4,8,,,,,
5/15/2023,E1 ,22,D ,TM2 ,2,9,,,,,
5/15/2023,E2 ,23,C ,YO7 ,3,6,,,,,
5/15/2023,E2 ,23,D ,CP3 ,7,13,,,,,
5/15/2023,E2 ,24,C ,CP2 ,3,1,,,,,
5/15/2023,E2 ,24,D ,CP3 ,6,8,,,,,
5/15/2023,E2 ,25,C ,WL2 ,2,11,,,,,
5/15/2023,E2 ,25,D ,LV3 ,4,8,,,,,
5/15/2023,E2 ,26,C ,YO4 ,5,1,2.4,2.6,Y ,W ,
5/15/2023,E2 ,26,D ,WL2 ,6,11,,,,,
5/15/2023,E2 ,27,C ,SQ2 ,7,4,,,,,
5/15/2023,E2 ,27,D ,LVTR1 ,4,5,,,,,
5/15/2023,E2 ,28,C ,TM2 ,4,8,,,,,
5/15/2023,E2 ,28,D ,CC ,6,11,,,,,
5/15/2023,E2 ,29,C ,WL1 ,3,10,,,,,
5/15/2023,E2 ,29,D ,DPR ,7,8,,,,,
5/15/2023,E2 ,30,C ,SQ2 ,3,8,,,,,
5/15/2023,E2 ,30,D ,YO7 ,6,5,,,,,
5/15/2023,E2 ,31,C ,TM2 ,6,12,,,,D ,dead 
5/15/2023,E2 ,31,D ,YO4 ,7,8,,,,,
5/15/2023,E2 ,32,C ,CC ,2,10,,,,,
5/15/2023,E2 ,32,D ,DPR ,6,1,,,,,
5/15/2023,E2 ,33,C ,SQ1 ,2,6,,,,,
5/15/2023,E2 ,33,D ,LV1 ,7,6,,,,,
5/15/2023,E2 ,34,C ,SQ3 ,4,8,,,,,
5/15/2023,E2 ,34,D ,CP2 ,1,9,,,,,
5/15/2023,E2 ,35,C ,YO11 ,4,11,,,,,
5/15/2023,E2 ,35,D ,SC ,7,1,,,,,
5/15/2023,E2 ,36,C ,YO4 ,6,5,,,,,
5/15/2023,E2 ,36,D ,WL2 ,1,4,,,,,
5/15/2023,E2 ,37,C ,WR ,1,3,,,,,
5/15/2023,E2 ,37,D ,WV ,1,4,,,,,
5/15/2023,E2 ,38,C ,YO11 ,1,12,,,,,
5/15/2023,E2 ,38,D ,YO4 ,2,5,,,,,
5/15/2023,E2 ,39,C ,YO8 ,4,13,,,,,
5/15/2023,E2 ,39,D ,CP2 ,6,12,,,,,
5/15/2023,E2 ,40,C ,SQ2 ,5,1,,,,,
5/15/2023,E2 ,40,D ,SQ1 ,6,13,,,,,
5/15/2023,E2 ,41,C ,SQ1 ,5,5,,,,,
5/15/2023,E2 ,41,D ,WV ,7,9,,,,,
5/15/2023,E2 ,42,C ,SQ1 ,3,12,,,,,
5/15/2023,E2 ,42,D ,LVTR1 ,1,7,,,,,
5/15/2023,E2 ,43,C ,YO7 ,1,11,,,,,
5/15/2023,E2 ,43,D ,YO8 ,2,3,,,,,
5/15/2023,E2 ,44,C ,YO8 ,7,13,,,,,
5/15/2023,E2 ,44,D ,CP3 ,1,5,,,,,
5/15/2023,G1 ,1,A ,YO7 ,1,6,5.8,2.3,N ,N ,
5/15/2023,G1 ,1,B ,SQ1 ,3,7,,,,,
5/15/2023,G1 ,2,A ,WV ,4,11,,,,,
5/15/2023,G1 ,2,B ,IH ,6,5,,,,,
5/15/2023,G1 ,3,A ,CP3 ,4,12,,,,,
5/15/2023,G1 ,3,B ,CC ,4,1,,,,,
5/15/2023,G1 ,4,A ,FR ,5,8,,,,,
5/15/2023,G1 ,4,B ,YO8 ,4,8,,,,,
5/15/2023,G1 ,5,A ,CP2 ,4,10,3.2,3.6,N ,N ,
5/15/2023,G1 ,5,B ,DPR ,1,11,2,1.9,Y ,N ,
5/15/2023,G1 ,6,A ,IH ,3,13,,,,,
5/15/2023,G1 ,6,B ,DPR ,3,10,,,,,
5/15/2023,G1 ,7,A ,SQ3 ,4,1,,,,,
5/15/2023,G1 ,7,B ,CP3 ,3,9,,,,,
5/15/2023,G1 ,8,A ,LV1 ,4,6,,,,,
5/15/2023,G1 ,8,B ,LV3 ,6,10,,,,,
5/15/2023,G1 ,9,A ,YO4 ,7,3,,,,,
5/15/2023,G1 ,9,B ,TM2 ,4,3,,,,,
5/15/2023,G1 ,10,A ,YO8 ,5,11,,,,,
5/15/2023,G1 ,10,B ,SQ3 ,6,13,,,,,
5/15/2023,G1 ,11,A ,YO7 ,2,13,,,,,
5/15/2023,G1 ,11,B ,SQ1 ,6,8,,,,,
5/15/2023,G1 ,12,A ,CP2 ,7,13,,,,,
5/15/2023,G1 ,12,B ,WL2 ,3,12,4.1,3.3,N ,N ,
5/15/2023,G1 ,13,A ,WL2 ,7,10,,,,,
5/15/2023,G1 ,13,B ,CP3 ,6,3,,,,,
5/15/2023,G1 ,14,A ,IH ,2,8,,,,,
5/15/2023,G1 ,14,B ,SQ3 ,2,7,3.8,4.3,Y ,N ,
5/15/2023,G1 ,15,A ,SQ2 ,6,5,,,,,
5/15/2023,G1 ,15,B ,WV ,6,1,,,,,
5/15/2023,G1 ,16,A ,SQ2 ,1,12,,,,,
5/15/2023,G1 ,16,B ,SC ,5,12,,,,,
5/15/2023,G1 ,17,A ,YO8 ,3,2,,,,,
5/15/2023,G1 ,17,B ,SC ,1,6,,,,,
5/15/2023,G1 ,18,A ,LVTR1 ,3,13,3,1.5,N ,N ,
5/15/2023,G1 ,18,B ,SQ1 ,4,12,,,,,
5/15/2023,G1 ,19,A ,YO7 ,5,13,,,,,
5/15/2023,G1 ,19,B ,FR ,6,1,,,,,
5/15/2023,G1 ,20,A ,SQ2 ,4,9,,,,,
5/15/2023,G1 ,20,B ,SC ,7,12,,,,,
5/15/2023,G1 ,21,A ,WR ,2,6,,,,,
5/15/2023,G1 ,21,B ,WL2 ,2,6,,,,,
5/15/2023,G1 ,22,A ,CP2 ,1,2,,,,,
5/15/2023,G1 ,22,B ,WV ,2,2,,,,,
5/15/2023,G2 ,23,A ,FR ,3,1,,,,,
5/15/2023,G2 ,23,B ,WL1 ,3,4,,,,,
5/15/2023,G2 ,24,A ,SQ3 ,7,6,,,,,
5/15/2023,G2 ,24,B ,CP3 ,5,5,,,,,
5/15/2023,G2 ,25,A ,YO7 ,7,10,,,,,
5/15/2023,G2 ,25,B ,YO4 ,2,6,,,,,
5/15/2023,G2 ,26,A ,CP3 ,2,12,,,,,
5/15/2023,G2 ,26,B ,YO7 ,3,7,,,,,
5/15/2023,G2 ,27,A ,CP3 ,1,6,,,,,
5/15/2023,G2 ,27,B ,LV1 ,7,7,,,,,
5/15/2023,G2 ,28,A ,WR ,3,1,,,,,
5/15/2023,G2 ,28,B ,SQ2 ,1,1,,,,,
5/15/2023,G2 ,29,A ,LV3 ,3,6,,,,,
5/15/2023,G2 ,29,B ,SC ,7,2,,,,,
5/15/2023,G2 ,30,A ,YO4 ,3,9,,,,,
5/15/2023,G2 ,30,B ,CC ,5,8,,,,,
5/15/2023,G2 ,31,A ,YO11 ,4,12,,,,,
5/15/2023,G2 ,31,B ,IH ,1,13,,,,,
5/15/2023,G2 ,32,A ,IH ,5,6,,,,,
5/15/2023,G2 ,32,B ,LV3 ,5,4,,,,,
5/15/2023,G2 ,33,A ,WV ,1,5,,,,,
5/15/2023,G2 ,33,B ,LV1 ,4,12,,,,,
5/15/2023,G2 ,34,A ,DPR ,7,9,,,,,
5/15/2023,G2 ,34,B ,SQ3 ,4,9,,,,,
5/15/2023,G2 ,35,A ,FR ,4,9,,,,,
5/15/2023,G2 ,35,B ,LV1 ,3,7,,,,,
5/15/2023,G2 ,36,A ,WL2 ,2,12,,,,,
5/15/2023,G2 ,36,B ,CP2 ,3,13,,,,,
5/15/2023,G2 ,37,A ,YO4 ,6,6,,,,,
5/15/2023,G2 ,37,B ,YO8 ,2,4,,,,,
5/15/2023,G2 ,38,A ,TM2 ,1,8,,,,,
5/15/2023,G2 ,38,B ,WL2 ,5,9,,,,,
5/15/2023,G2 ,39,A ,SQ1 ,3,13,,,,,
5/15/2023,G2 ,39,B ,IH ,3,3,,,,,
5/15/2023,G2 ,40,A ,SQ1 ,2,7,,,,,
5/15/2023,G2 ,40,B ,YO7 ,6,6,,,,,
5/15/2023,G2 ,41,A ,LV1 ,2,4,,,,,
5/15/2023,G2 ,41,B ,WV ,2,8,,,,,
5/15/2023,G2 ,42,A ,CP3 ,6,9,,,,,
5/15/2023,G2 ,42,B ,LVTR1 ,1,8,,,,,
5/15/2023,G2 ,43,A ,SQ2 ,2,6,,,,,
5/15/2023,G2 ,43,B ,LVTR1 ,5,9,,,,,
5/15/2023,G2 ,44,A ,DPR ,5,11,,,,,
5/15/2023,G2 ,44,B ,LV1 ,1,1,,,,,
5/15/2023,G1 ,1,C ,YO11 ,2,12,,,,,
5/15/2023,G1 ,1,D ,SC ,3,2,,,,,
5/15/2023,G1 ,2,C ,YO11 ,1,7,,,,,
5/15/2023,G1 ,2,D ,LVTR1 ,2,8,,,,,
5/15/2023,G1 ,3,C ,YO4 ,4,9,1.6,1.3,N ,SW ,
5/15/2023,G1 ,3,D ,WL2 ,6,6,,,,,
5/15/2023,G1 ,4,C ,LV1 ,1,11,4.7,1.2,Y ,SW ,
5/15/2023,G1 ,4,D ,YO8 ,1,9,,,,,
5/15/2023,G1 ,5,C ,SQ2 ,3,3,,,,,
5/15/2023,G1 ,5,D ,SQ3 ,1,4,,,,,
5/15/2023,G1 ,6,C ,LVTR1 ,6,10,4.2,3.9,N ,N ,
5/15/2023,G1 ,6,D ,DPR ,5,5,,,,,
5/15/2023,G1 ,7,C ,YO7 ,4,6,8.4,4.5,Y ,N ,
5/15/2023,G1 ,7,D ,LVTR1 ,1,2,,,,,
5/15/2023,G1 ,8,C ,CP2 ,6,6,,,,,
5/15/2023,G1 ,8,D ,CP3 ,7,8,,,,,
5/15/2023,G1 ,9,C ,YO11 ,7,6,3.6,3.1,Y ,W ,
5/15/2023,G1 ,9,D ,FR ,7,12,,,,,
5/15/2023,G1 ,10,C ,TM2 ,3,9,,,,,
5/15/2023,G1 ,10,D ,SQ3 ,5,8,5,5.8,Y ,N ,
5/15/2023,G1 ,11,C ,YO4 ,5,12,,,,,
5/15/2023,G1 ,11,D ,TM2 ,6,6,,,,,
5/15/2023,G1 ,12,C ,WL1 ,5,10,,,,,
5/15/2023,G1 ,12,D ,LVTR1 ,5,3,,,,,
5/15/2023,G1 ,13,C ,YO11 ,4,5,,,,,
5/15/2023,G1 ,13,D ,WV ,7,4,,,,,
5/15/2023,G1 ,14,C ,BH ,6,1,,,,,
5/15/2023,G1 ,14,D ,WV ,3,6,,,,,
5/15/2023,G1 ,15,C ,YO4 ,3,3,,,,,
5/15/2023,G1 ,15,D ,CC ,6,1,,,,,
5/15/2023,G1 ,16,C ,LV1 ,6,13,,,,,
5/15/2023,G1 ,16,D ,LV1 ,3,1,,,,,
5/15/2023,G1 ,17,C ,YO7 ,7,4,5.2,3,N ,N ,
5/15/2023,G1 ,17,D ,LV1 ,5,9,,,,,
5/15/2023,G1 ,18,C ,YO4 ,1,11,,,,,
5/15/2023,G1 ,18,D ,TM2 ,7,10,,,,,
5/15/2023,G1 ,19,C ,CP2 ,2,9,,,,,
5/15/2023,G1 ,19,D ,LV3 ,4,10,,,,,
5/15/2023,G1 ,20,C ,CP3 ,2,5,,,,,
5/15/2023,G1 ,20,D ,YO11 ,5,9,,,,,
5/15/2023,G1 ,21,C ,FR ,4,1,,,,,
5/15/2023,G1 ,21,D ,YO8 ,7,3,,,,,
5/15/2023,G1 ,22,C ,DPR ,7,2,,,,,
5/15/2023,G1 ,22,D ,WR ,3,12,,,,,
5/15/2023,G2 ,23,C ,YO7 ,5,2,,,,,
5/15/2023,G2 ,23,D ,WV ,3,12,,,,,
5/15/2023,G2 ,24,C ,SQ2 ,3,9,,,,,
5/15/2023,G2 ,24,D ,CC ,1,8,,,,,
5/15/2023,G2 ,25,C ,YO8 ,6,5,,,,,
5/15/2023,G2 ,25,D ,YO8 ,3,10,,,,,
5/15/2023,G2 ,26,C ,LVTR1 ,4,6,,,,,
5/15/2023,G2 ,26,D ,SC ,2,3,,,,,
5/15/2023,G2 ,27,C ,BH ,1,1,,,,,
5/15/2023,G2 ,27,D ,WR ,1,4,,,,,
5/15/2023,G2 ,28,C ,YO4 ,7,9,,,,,
5/15/2023,G2 ,28,D ,WV ,7,10,,,,,
5/15/2023,G2 ,29,C ,SQ2 ,7,5,,,,,
5/15/2023,G2 ,29,D ,WV ,5,4,,,,,
5/15/2023,G2 ,30,C ,DPR ,2,8,,,,,
5/15/2023,G2 ,30,D ,YO11 ,1,13,,,,,
5/15/2023,G2 ,31,C ,WL2 ,6,12,,,,,
5/15/2023,G2 ,31,D ,LVTR1 ,7,9,,,,,
5/15/2023,G2 ,32,C ,YO8 ,5,1,,,,,
5/15/2023,G2 ,32,D ,TM2 ,4,13,,,,,
5/15/2023,G2 ,33,C ,DPR ,4,3,,,,,
5/15/2023,G2 ,33,D ,LV1 ,6,2,,,,,
5/15/2023,G2 ,34,C ,YO11 ,6,3,,,,,
5/15/2023,G2 ,34,D ,LVTR1 ,3,1,,,,,
5/15/2023,G2 ,35,C ,DPR ,1,1,,,,,
5/15/2023,G2 ,35,D ,YO4 ,5,2,,,,,
5/15/2023,G2 ,36,C ,SQ1 ,5,6,6.6,7.9,Y ,N ,
5/15/2023,G2 ,36,D ,CC ,6,12,,,,,
5/15/2023,G2 ,37,C ,CP2 ,1,10,3,1.9,N ,N ,
5/15/2023,G2 ,37,D ,WV ,6,7,,,,,
5/15/2023,G2 ,38,C ,YO11 ,3,6,,,,,
5/15/2023,G2 ,38,D ,SC ,3,8,,,,,
5/15/2023,G2 ,39,C ,CP2 ,6,13,,,,,
5/15/2023,G2 ,39,D ,CP3 ,4,2,,,,,
5/15/2023,G2 ,40,C ,CP2 ,5,5,,,,,
5/15/2023,G2 ,40,D ,WL2 ,1,5,,,,,
5/15/2023,G2 ,41,C ,YO7 ,1,12,,,,,
5/15/2023,G2 ,41,D ,SQ3 ,6,1,,,,,
5/15/2023,G2 ,42,C ,FR ,2,3,,,,,
5/15/2023,G2 ,42,D ,SQ3 ,1,10,,,,,
5/15/2023,G2 ,43,C ,SQ2 ,5,2,,,,,
5/15/2023,G2 ,43,D ,TM2 ,6,13,,,,,
5/15/2023,G2 ,44,C ,SQ3 ,3,1,,,,,
5/15/2023,G2 ,44,D ,YO11 ,7,12,,,,,
5/15/2023,I1 ,1,A ,TM2 ,1,9,,,,,
5/15/2023,I1 ,1,B ,YO4 ,4,2,12.6,3.2,Y ,N ,
5/15/2023,I1 ,2,A ,CP3 ,3,5,,,,,
5/15/2023,I1 ,2,B ,SQ3 ,5,4,,,,,
5/15/2023,I1 ,3,A ,LVTR1 ,4,12,,,,,
5/15/2023,I1 ,3,B ,LV1 ,2,10,,,,,
5/15/2023,I1 ,4,A ,CP3 ,4,8,,,,,
5/15/2023,I1 ,4,B ,LV1 ,7,13,,,,,
5/15/2023,I1 ,5,A ,IH ,3,9,,,,,
5/15/2023,I1 ,5,B ,DPR ,1,7,,,,,
5/15/2023,I1 ,6,A ,YO4 ,2,12,,,,,
5/15/2023,I1 ,6,B ,DPR ,3,5,,,,,
5/15/2023,I1 ,7,A ,LV1 ,5,5,,,,,
5/15/2023,I1 ,7,B ,YO8 ,4,4,1.1,1.9,Y ,N,
5/15/2023,I1 ,8,A ,DPR ,6,6,,,,,
5/15/2023,l1 ,8,B ,SQ3 ,2,3,,,,,
5/15/2023,I1 ,9,A ,CC ,7,10,,,,,
5/15/2023,l1 ,9,B ,TM2 ,3,5,,,,,
5/15/2023,I1 ,10,A ,CC ,5,13,,,,,
5/15/2023,I1 ,10,B ,YO11 ,4,1,,,,,
5/15/2023,l1 ,11,A ,YO7 ,3,13,,,,,
5/15/2023,l1 ,11,B ,SC ,1,2,,,,,
5/15/2023,I1 ,12,A ,LVTR1 ,2,3,,,,,
5/15/2023,l1 ,12,B ,YO4 ,5,8,,,,,
5/15/2023,I1 ,13,A ,YO7 ,1,2,,,,,
5/15/2023,I1 ,13,B ,SQ2 ,4,4,,,,,
5/15/2023,I1 ,14,A ,CC ,2,9,,,,,
5/15/2023,I1 ,14,B ,YO7 ,6,13,,,,,
5/15/2023,I1 ,15,A ,WV ,6,13,,,,,
5/15/2023,I1 ,15,B ,FR ,5,4,,,,,
5/15/2023,I1 ,16,A ,YO4 ,1,7,,,,,
5/15/2023,I1 ,16,B ,WV ,1,11,,,,,
5/15/2023,I1 ,17,A ,WL2 ,3,6,,,,,weed 
5/15/2023,I1 ,17,B ,LV1 ,6,9,2.6,2.1,N,N,
5/15/2023,I1 ,18,A ,SQ1 ,3,2,,,,,
5/15/2023,I1 ,18,B ,IH ,6,1,,,,,
5/15/2023,I1 ,19,A ,FR ,6,8,,,,,
5/15/2023,I1 ,19,B ,YO8 ,6,11,,,,,
5/15/2023,I1 ,20,A ,SQ1 ,6,1,,,,,
5/15/2023,I1 ,20,B ,WL2 ,6,2,,,,,
5/15/2023,I1 ,21,A ,LV1 ,1,7,,,,,
5/15/2023,I1 ,21,B ,SC ,2,9,,,,,
5/15/2023,I1 ,22,A ,LV3 ,3,12,,,,,
5/15/2023,I1 ,22,B ,CP2 ,2,5,,,,,
5/15/2023,I2,23,A ,LV3 ,3,8,,,,,
5/15/2023,I2,23,B ,DPR ,4,5,,,,,
5/15/2023,I2,24,A ,WL2 ,3,1,,,,,
5/15/2023,I2,24,B ,SQ3 ,3,6,,,,,
5/15/2023,I2,25,A ,CP2 ,7,2,,,,,
5/15/2023,I2,25,B ,CP3 ,1,8,,,,,
5/15/2023,I2,26,A ,LVTR1 ,4,8,,,,,
5/15/2023,I2,26,B ,CP2 ,3,7,,,,,
5/15/2023,I2,27,A ,WR ,3,3,6.1,6,Y ,N,
5/15/2023,I2,27,B ,LVTR1 ,3,3,,,,,
5/15/2023,I2,28,A ,FR ,4,11,,,,,
5/15/2023,I2,28,B ,YO8 ,3,13,,,,,
5/15/2023,I2,29,A ,SC ,7,4,,,,,
5/15/2023,I2,29,B ,YO4 ,5,4,,,,,
5/15/2023,I2,30,A ,SQ1 ,5,8,,,,,
5/15/2023,I2,30,B ,SQ2 ,2,8,,,,,
5/15/2023,I2,31,A ,SQ3 ,6,3,,,,,
5/15/2023,I2,31,B ,YO7 ,5,4,,,,,
5/15/2023,I2,32,A ,CP3 ,5,7,,,,,
5/15/2023,I2,32,B ,YO7 ,2,2,,,,,
5/15/2023,I2,33,A ,YO11 ,3,8,,,,,
5/15/2023,I2,33,B ,CP2 ,1,12,,,,,
5/15/2023,I2,34,A ,CC ,3,7,,,,,
5/15/2023,I2,34,B ,WL2 ,5,12,,,,,
5/15/2023,I2,35,A ,SQ2 ,5,6,,,,,
5/15/2023,I2,35,B ,SC ,3,10,,,,,
5/15/2023,I2,36,A ,LV1 ,1,3,,,,,
5/15/2023,I2,36,B ,SQ2 ,1,3,,,,,
5/15/2023,I2,37,A ,FR ,3,3,,,,,
5/15/2023,I2,37,B ,SQ2 ,7,9,,,,,
5/15/2023,I2,38,A ,YO4 ,1,3,,,,,
5/15/2023,I2,38,B ,LVTR1 ,7,11,,,,,
5/15/2023,I2,39,A ,IH ,1,3,,,,,
5/15/2023,I2,39,B ,DPR ,3,1,,,,,
5/15/2023,I2,40,A ,LV1 ,3,9,,,,,
5/15/2023,I2,40,B ,SQ3 ,7,9,3.1,4.8,N,N,
5/15/2023,I2,41,A ,CP3 ,4,4,,,,,
5/15/2023,I2,41,B ,LV1 ,2,6,,,,,
5/15/2023,I2,42,A ,TM2 ,7,2,,,,,
5/15/2023,I2,42,B ,YO11 ,6,5,,,,,
5/15/2023,I2,43,A ,WV ,7,12,,,,,
5/15/2023,I2,43,B ,SQ3 ,4,13,,,,,
5/15/2023,I2,44,A ,YO8 ,6,7,,,,,
5/15/2023,I2,44,B ,LV1 ,5,1,,,,,
5/15/2023,I1 ,1,C ,YO4 ,6,12,,,,,
5/15/2023,I1 ,1,D ,YO8 ,2,10,,,,,
5/15/2023,I1 ,2,C ,SC ,7,8,,,,,
5/15/2023,I1 ,2,D ,BH ,1,9,,,,,
5/15/2023,I1 ,3,C ,YO7 ,2,7,,,,,
5/15/2023,I1 ,3,D ,YO11 ,2,8,,,,,
5/15/2023,I1 ,4,C ,WL1 ,5,5,,,,,
5/15/2023,I1 ,4,D ,SQ1 ,4,8,,,,,
5/15/2023,I1 ,5,C ,YO8 ,5,7,,,,,
5/15/2023,I1 ,5,D ,WR ,3,8,,,,,
5/15/2023,I1 ,6,C ,CP3 ,7,4,6.2,4.7,Y ,N,
5/15/2023,I1 ,6,D ,WL2 ,2,2,,,,,
5/15/2023,I1 ,7,C ,WL2 ,7,6,,,,,
5/15/2023,I1 ,7,D ,YO11 ,1,3,,,,,
5/15/2023,I1 ,8,C ,SQ2 ,5,11,,,,,
5/15/2023,I1 ,8,D ,TM2 ,7,6,,,,,
5/15/2023,I1 ,9,C ,LV3 ,6,6,,,,,
5/15/2023,I1 ,9,D ,SQ2 ,1,7,,,,,weed 
5/15/2023,I1 ,10,C ,YO7 ,5,9,,,,,
5/15/2023,I1 ,10,D ,LV1 ,4,1,,,,,
5/15/2023,I1 ,11,C ,SQ2 ,2,12,,,,,
5/15/2023,I1 ,11,D ,WR ,2,1,,,,,
5/15/2023,I1 ,12,C ,WV ,3,2,,,,,
5/15/2023,I1 ,12,D ,FR ,3,9,,,,,
5/15/2023,l1 ,13,C ,LVTR1 ,6,6,,,,,
5/15/2023,I1 ,13,D ,FR ,7,5,,,,,
5/15/2023,I1 ,14,C ,CP3 ,1,12,,,,,
5/15/2023,I1 ,14,D ,WV ,4,6,,,,,
5/15/2023,I1 ,15,C ,IH ,2,4,,,,,
5/15/2023,I1 ,15,D ,SQ3 ,3,10,,,,,
5/15/2023,I1 ,16,C ,YO11 ,6,12,,,,,
5/15/2023,I1 ,16,D ,SQ3 ,7,13,,,,,
5/15/2023,I1 ,17,C ,YO11 ,5,5,,,,,
5/15/2023,I1 ,17,D ,CP2 ,4,5,,,,,
5/15/2023,I1 ,18,C ,DPR ,4,12,,,,,
5/15/2023,I1 ,18,D ,CP3 ,5,12,,,,,
5/15/2023,I1 ,19,C ,SQ3 ,6,7,,,,,weed 
5/15/2023,I1 ,19,D ,SQ2 ,7,13,,,,,
5/15/2023,I1 ,20,C ,YO8 ,1,5,,,,,
5/15/2023,I1 ,20,D ,CP2 ,7,8,,,,,
5/15/2023,I1 ,21,C ,LVTR1 ,3,7,,,,,
5/15/2023,I1 ,21,D ,SC ,6,7,,,,,
5/15/2023,I1 ,22,C ,CP2 ,6,1,,,,,
5/15/2023,I1 ,22,D ,WV ,5,10,,,,,
5/15/2023,I2,23,C ,SQ2 ,3,11,,,,,
5/15/2023,I2,23,D ,LVTR1 ,1,12,,,,,
5/15/2023,I2,24,C ,YO7 ,3,9,,,,,
5/15/2023,I2,24,D ,YO4 ,2,8,,,,,
5/15/2023,I2,25,C ,BH ,1,3,,,,,
5/15/2023,I2,25,D ,WL1 ,3,13,,,,,
5/15/2023,I2,26,C ,WV ,6,9,,,,,
5/15/2023,I2,26,D ,FR ,7,1,,,,,
5/15/2023,I2,27,C ,TM2 ,2,7,,,,,
5/15/2023,I2,27,D ,IH ,5,8,,,,,
5/15/2023,I2,28,C ,LV1 ,6,4,,,,D,
5/15/2023,I2,28,D ,WR ,1,8,,,,,
5/15/2023,I2,29,C ,SQ3 ,1,12,,,,,
5/15/2023,I2,29,D ,CP3 ,6,11,7.5,2.8,N,N,
5/15/2023,I2,30,C ,YO8 ,1,1,,,,,
5/15/2023,I2,30,D ,YO11 ,5,1,,,,,
5/15/2023,I2,31,C ,WL2 ,1,10,,,,,
